Ac-227,1.8552653748919888e-06
Ag-108m,0.019297889607715075
Ag-110m,27.154920974676145
Am-241,10760.841482200027
Am-242m,87.37129490345298
Am-243,12324.46144036687
C-14,7.994989219022811
Ce-144,8487.445355366905
Cf-249,0.002219221977392857
Cf-251,0.0008485504002449537
Cm-242,331.2562879475
Cm-243,46.28844946590873
Cm-244,5783.527445633795
Cm-245,523.6787235455859
Cm-246,74.36383615570233
Cs-134,8004.8389682136085
Cs-135,39660.70555208953
Cs-137,92677.89281584886
Eu-152,1.8697724493373757
Eu-154,2245.9551481123053
Cm-247,1.6778500684692528
Cm-248,0.21497487432703433
Eu-155,613.4532209105347
H-3,2.9632820264256963
I-129,12809.506910778025
Kr-85,1969.8867644652526
Nb-94,0.12522666569834762
Nb-95,94.72791631032815
Np-237,40031.26871581151
Pa-231,0.04300014469076901
Pu-239,520816.88274143264
Pu-240,177926.64764001247
Pu-241,112225.82176929012
Pu-242,42003.28351299933
Pd-107,19188.937269518654
Pm-147,9381.687738359944
Pu-238,19321.563366526967
Pu-244,4.46350274410548
Ra-226,4.85108916965227e-06
Ru-103,4.597935776156332
Ru-106,5845.000316466222
Sb-124,0.06571396580980789
Sb-125,681.423611963857
Se-79,360.081524168094
Sm-151,1140.5796417562158
Sn-126,1734.9179233908076
Th-229,0.00017088991388525357
Th-230,0.16721443896601915
Th-232,0.36283153518193406
U-232,0.11588647393014019
Sr-90,38338.14249849316
Tc-99,60256.68334924039
U-233,0.30239126257469856
U-234,12244.467628728053
U-235,771102.0596111666
U-236,308412.62131877185
U-238,65672666.73861522
Y-90,9.724939633649969
Zr-93,61713.19559182364
Zr-95,80.31662306997046
